simple_spread_edge,simple_spread_edge_abs,simple_spread,enhanced_spread_edge,enhanced_spread_edge_abs,enhanced_spread,avg_spread_edge,avg_spread_edge_abs,spread_agreement,spread_model_diff,vegas_spread,vegas_spread_abs,big_favorite,close_game,recent_spread_acc,home_games,away_games,combined_games,home_rest,away_rest,rest_diff,home_b2b,away_b2b,season_progress,early_season,mid_season,late_season,neutral_site,conference_game,actual_spread,spread_with_model_wins,spread_fade_model_wins,season
13.449770281827726,13.449770281827726,-2.0502297181722735,18.998918491050407,18.998918491050407,3.498918491050408,16.224344386439068,16.224344386439068,1,5.549148209222682,-15.5,15.5,1,0,0.5666666666666667,0.35,0.3,0.325,1,1,0,0,0,0.2456,1,0,0,0,1,-9,1,0,2024
-16.55878603795623,16.55878603795623,-13.05878603795623,-14.359397654985596,14.359397654985596,-10.859397654985596,-15.459091846470912,15.459091846470912,1,2.1993883829706338,3.5,3.5,0,1,0.5806451612903226,0.3,0.3,0.3,1,1,0,0,0,0.2458,1,0,0,0,1,-2,1,0,2024
0.5415254854591289,0.5415254854591289,-27.95847451454087,2.510763176692702,2.510763176692702,-25.989236823307298,1.5261443310759155,1.5261443310759155,1,1.9692376912335732,-28.5,28.5,1,0,0.59375,0.25,0.35,0.3,5,5,0,0,0,0.246,1,0,0,0,0,-31,0,1,2024
2.606244510738504,2.606244510738504,-9.893755489261496,6.730336855254109,6.730336855254109,-5.769663144745891,4.6682906829963065,4.6682906829963065,1,4.124092344515605,-12.5,12.5,1,0,0.5757575757575758,0.35,0.3,0.325,1,1,0,0,0,0.2462,1,0,0,0,1,-8,1,0,2024
4.049428321040716,4.049428321040716,-6.450571678959284,13.558873881589584,13.558873881589584,3.0588738815895846,8.80415110131515,8.80415110131515,1,9.509445560548869,-10.5,10.5,0,0,0.5882352941176471,0.4,0.35,0.375,2,1,1,0,0,0.2464,1,0,0,1,0,2,1,0,2024
-13.790339462864644,13.790339462864644,-1.2903394628646447,-9.424593799533714,9.424593799533714,3.0754062004662854,-11.60746663119918,11.60746663119918,1,4.36574566333093,12.5,12.5,1,0,0.6,0.25,0.35,0.3,2,1,1,0,0,0.2466,1,0,0,0,1,-4,1,0,2024
6.1582743596868434,6.1582743596868434,-4.3417256403131566,4.046902683958699,4.046902683958699,-6.453097316041301,5.102588521822771,5.102588521822771,1,2.1113716757281447,-10.5,10.5,0,0,0.6111111111111112,0.25,0.3,0.275,2,0,2,0,1,0.2468,1,0,0,0,0,-11,0,0,2024
0.5772178557524779,0.5772178557524779,-13.922782144247522,0.1713122937699154,0.1713122937699154,-14.328687706230085,0.3742650747611975,0.3742650747611975,1,0.40590556198256245,-14.5,14.5,1,0,0.5945945945945946,0.25,0.35,0.3,1,2,-1,0,0,0.247,1,0,0,0,0,-13,1,0,2024
5.614455109690278,5.614455109690278,0.11445510969027772,7.4088380139312955,7.4088380139312955,1.9088380139312955,6.511646561810787,6.511646561810787,1,1.7943829042410178,-5.5,5.5,0,0,0.6052631578947368,0.4,0.3,0.35,1,1,0,0,0,0.2472,1,0,0,0,1,21,1,0,2024
-2.9391031439866744,2.9391031439866744,-14.439103143986674,6.85447491035929,6.85447491035929,-4.64552508964071,1.9576858831863078,1.9576858831863078,0,9.793578054345964,-11.5,11.5,0,0,0.6153846153846154,0.35,0.35,0.35,2,1,1,0,0,0.2474,1,0,0,0,1,-11,0,0,2024
